000100000001,0,-0.6321187730886688
000100000001,1,6.306465843300417
000100000001,2,4.042963456115465
000100000001,3,25.728241080914636
000100000010,0,3.0718060925811908
000100000010,1,0.0
000100000010,2,-0.7
000100000010,3,21.257101725167928
000100000100,0,0.0
000100000100,1,-0.7
000100000100,2,-0.09485000000000005
000100000100,3,0.0
000100001000,0,-0.9099999999999999
000100001000,1,-0.7
000100001000,2,0.0
000100001000,3,15.152525400335563
000100010010,0,0.0
000100010010,1,0.0
000100010010,2,0.0
000100010010,3,2.113954305517743
000100011000,0,-0.1605300461773376
000100011000,1,0.0
000100011000,2,0.0
000100011000,3,0.0
000101000010,0,3.285469048543448
000101000010,1,0.0
000101000010,2,0.0
000101000010,3,0.0
000101001000,0,-0.7
000101001000,1,-70.0
000101001000,2,0.0
000101001000,3,0.0
000110000001,0,0.0
000110000001,1,0.0
000110000001,2,3.963290225750699
000110000001,3,0.0
000110000100,0,0.0
000110000100,1,-0.7
000110000100,2,3.3571333308005973
000110000100,3,0.0
000110001000,0,-69.95008676249999
000110001000,1,-0.7
000110001000,2,-67.38485103420317
000110001000,3,7.0
001000000001,0,0.0
001000000001,1,-0.7
001000000001,2,7.776670585367126
001000000001,3,0.0
001000000010,0,15.442430467723312
001000000010,1,0.0
001000000010,2,14.086950560270598
001000000010,3,0.0
001000000100,0,-0.7
001000000100,1,0.0
001000000100,2,18.48003959714616
001000000100,3,0.0
001000001000,0,0.0
001000001000,1,-0.7
001000001000,2,0.0
001000001000,3,0.0
001010000100,0,0.0
001010000100,1,0.0
001010000100,2,8.069951668394504
001010000100,3,0.0
001100000001,0,0.0
001100000001,1,0.7
001100000001,2,2.8830808075156598
001100000001,3,2.8902944823224863
001100000010,0,16.53264430471691
001100000010,1,-0.23450000000000004
001100000010,2,1.8040002411296983
001100000010,3,1.6080172499999996
001100000100,0,0.0
001100000100,1,-0.7
001100000100,2,9.073918251820661
001100000100,3,-0.7
001100001000,0,-0.7
001100001000,1,1.5071246732753671
001100001000,2,0.0
001100001000,3,0.0
001101000001,0,0.0
001101000001,1,0.0
001101000001,2,0.0
001101000001,3,0.7
001101001000,0,0.0
001101001000,1,-70.0
001101001000,2,0.0
001101001000,3,0.0
001110000001,0,-67.38485103420317
001110000001,1,0.0
001110000001,2,0.0
001110000001,3,0.0
001110000010,0,0.0
001110000010,1,0.7
001110000010,2,0.0
001110000010,3,0.0
001110000100,0,0.0
001110000100,1,0.0
001110000100,2,6.590064877012501
001110000100,3,0.0
001110001000,0,-70.0
001110001000,1,0.9275987596932336
001110001000,2,0.0
001110001000,3,0.0
001111000010,0,0.0
001111000010,1,0.0
001111000010,2,0.7
001111000010,3,0.0
010000000001,0,-0.23450000000000004
010000000001,1,-0.7
010000000001,2,-0.7
010000000001,3,0.0
010000000010,0,0.0
010000000010,1,2.59445444771411
010000000010,2,0.0
010000000010,3,-0.7
010000000100,0,10.074463727200516
010000000100,1,0.0
010000000100,2,0.0
010000000100,3,0.0
010000001000,0,0.0
010000001000,1,0.0
010000001000,2,0.0
010000001000,3,-0.7
010000010100,0,0.0
010000010100,1,0.0
010000010100,2,0.0
010000010100,3,1.085683077703437
011000000000,0,-0.7
011000000000,1,0.0
011000000000,2,0.0
011000000000,3,0.0
011000000001,0,-0.23450000000000004
011000000001,1,-0.9099999999999999
011000000001,2,10.290591747666983
011000000001,3,-0.7
011000000010,0,1.4803950000000001
011000000010,1,17.01331832055374
011000000010,2,0.7
011000000010,3,0.0
011000000100,0,0.0
011000000100,1,22.435418663991936
011000000100,2,4.998402336153722
011000000100,3,0.0
011000001000,0,-0.44450000000000006
011000001000,1,19.043376068428618
011000001000,2,0.37732455293749956
011000001000,3,0.515222548953437
011000010001,0,0.0
011000010001,1,-70.0
011000010001,2,0.0
011000010001,3,0.0
011000010100,0,0.0
011000010100,1,7.79202760940097
011000010100,2,0.0
011000010100,3,0.0
011000011000,0,-0.7
011000011000,1,0.0
011000011000,2,0.0
011000011000,3,0.0
011010000100,0,0.0
011010000100,1,0.7
011010000100,2,0.0
011010000100,3,0.0
011010011000,0,-70.0
011010011000,1,0.0
011010011000,2,0.0
011010011000,3,0.0
100000000001,0,19.895027273253856
100000000001,1,0.0
100000000001,2,0.0
100000000001,3,0.7120812741874994
100000000010,0,-0.7
100000000010,1,-0.4609512190671565
100000000010,2,-0.9099999999999999
100000000010,3,-0.23450000000000004
100000000100,0,0.0
100000000100,1,0.0
100000000100,2,-0.7
100000000100,3,9.771610775259086
100000001000,0,1.6147075
100000001000,1,3.8913843968561057
100000001000,2,25.946261910937846
100000001000,3,0.0
100000010001,0,5.70465
100000010001,1,0.0
100000010001,2,-0.7
100000010001,3,-70.0
100000010010,0,0.0
100000010010,1,4.656492949188711
100000010010,2,0.0
100000010010,3,0.0
100000011000,0,11.05394068074989
100000011000,1,0.0
100000011000,2,0.0
100000011000,3,0.0
100000100001,0,4.953917779459798
100000100001,1,0.0
100000100001,2,0.0
100000100001,3,0.0
100010000001,0,0.0
100010000001,1,0.0
100010000001,2,0.3057254288022726
100010000001,3,0.0
100100000001,0,2.490729955621858
100100000001,1,0.0
100100000001,2,0.2092131919733391
100100000001,3,6.6766295415417805
100100000010,0,2.13999004614339
100100000010,1,0.8491878864061322
100100000010,2,-0.7
100100000010,3,2.473398972261666
100100000100,0,3.2616733835006846
100100000100,1,3.717437538000979
100100000100,2,6.883106671961515
100100000100,3,4.080085439486559
100100001000,0,4.483057031220987
100100001000,1,0.14313969047513542
100100001000,2,14.258918827377586
100100001000,3,4.075305247183161
100100100001,0,0.0
100100100001,1,0.0
100100100001,2,0.0
100100100001,3,2.7168816455621183
100100100010,0,-70.0
100100100010,1,0.39129468606902185
100100100010,2,0.0
100100100010,3,0.0
100100100100,0,6.0715481836125385
100100100100,1,0.0
100100100100,2,0.0
100100100100,3,3.6376489535634056
100100101000,0,0.0
100100101000,1,0.0
100100101000,2,5.842959972363186
100100101000,3,3.7707543143293614
100101000001,0,0.039912249999999955
100101000001,1,0.0
100101000001,2,-0.7
100101000001,3,0.0
100101000010,0,-0.7
100101000010,1,0.0
100101000010,2,0.0
100101000010,3,11.263786387384322
100101001000,0,0.0
100101001000,1,0.0
100101001000,2,1.7863803445586217
100101001000,3,0.0
100101100001,0,-0.7
100101100001,1,0.0
100101100001,2,0.0
100101100001,3,0.0
100101100100,0,0.0
100101100100,1,0.0
100101100100,2,-70.0
100101100100,3,0.0
100110000001,0,0.0
100110000001,1,0.9033074101535112
100110000001,2,0.0
100110000001,3,0.0
100110000100,0,-59.72836265424066
100110000100,1,0.0
100110000100,2,0.0
100110000100,3,7.395426894976745
110000000001,0,5.508587778419167
110000000001,1,0.0
110000000001,2,0.0
110000000001,3,0.0
110000000010,0,-0.7
110000000010,1,7.380826827413266
110000000010,2,-0.7
110000000010,3,-0.7
110000000100,0,3.190025334452992
110000000100,1,0.0
110000000100,2,0.0
110000000100,3,9.578080070861592
110000001000,0,0.0
110000001000,1,5.953735095631028
110000001000,2,0.0
110000001000,3,0.0
110000010001,0,0.0
110000010001,1,-70.0
110000010001,2,0.0
110000010001,3,0.0
110000011000,0,0.0
110000011000,1,5.578538586015363
110000011000,2,0.0
110000011000,3,0.0
110000100001,0,0.0
110000100001,1,-0.7
110000100001,2,0.0
110000100001,3,-0.7
110000100010,0,0.0
110000100010,1,0.0
110000100010,2,0.0
110000100010,3,-0.7
110000100100,0,2.545455316669329
110000100100,1,0.0
110000100100,2,0.0
110000100100,3,0.0
110000110001,0,0.0
110000110001,1,0.0
110000110001,2,0.0
110000110001,3,-70.0
110000111000,0,-0.7
110000111000,1,0.0
110000111000,2,0.0
110000111000,3,0.0
